"id","species","scientific","group","groupcode","raritycode","pelagic","shorebird","passerine","1.1","1.2","1.3","1.4","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4","4.1","4.2","4.3","4.4","5.1","5.2","5.3","5.4","6.1","6.2","6.3","6.4","7.1","7.2","7.3","7.4","8.1","8.2","8.3","8.4","9.1","9.2","9.3","9.4","10.1","10.2","10.3","10.4","11.1","11.2","11.3","11.4","12.1","12.2","12.3","12.4"
13,"Wood Duck","Aix sponsa","Ducks/Geese",1,1,0,0,0,"0.0056925996204933585","0.005291005291005291","0.012077294685990338","0.007874015748031496","0.020689655172413793","0.00880503144654088","0.013970983342289092","0.09133489461358314","0.10344827586206896","0.10433070866141732","0.12060301507537688","0.09795918367346938","0.14835164835164835","0.13978494623655913","0.12576687116564417","0.1323185011709602","0.10898876404494381","0.09774436090225563","0.11295681063122924","0.12044374009508717","0.09880239520958084","0.05246913580246913","0.10150375939849623","0.10192837465564739","0.08896797153024912","0.07664233576642336","0.09688581314878893","0.11627906976744186",0.12,"0.15178571428571427","0.0963302752293578","0.11285266457680251","0.07582938388625593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Gadwall","Anas strepera","Ducks/Geese",1,1,0,0,0,"0.08159392789373814","0.12698412698412698","0.10144927536231885","0.10433070866141732","0.06206896551724138","0.0440251572327044","0.05158516926383665","0.18501170960187355","0.14022988505747128","0.14763779527559054","0.19597989949748743","0.17551020408163265","0.15567765567765568","0.12007168458781362","0.05521472392638037","0.03981264637002342","0.038202247191011236","0.02406015037593985","0.024916943521594685","0.01584786053882726","0.0","0.0","0.0","0.0027548209366391185","0.0","0.0","0.0","0.0",0,"0.004464285714285714","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"American Wigeon","Anas americana","Ducks/Geese",1,1,0,0,0,"0.015180265654648957","0.010582010582010581","0.016908212560386472","0.007874015748031496","0.006896551724137931","0.0012578616352201257","0.005910800644814616","0.05620608899297424","0.034482758620689655","0.027559055118110236","0.03768844221105527","0.034013605442176874","0.04395604395604396","0.025089605734767026","0.012269938650306749","0.01053864168618267","0.0022471910112359553","0.0030075187969924814","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.004739336492890996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"American Black Duck","Anas rubripes","Ducks/Geese",1,1,0,0,0,"0.0056925996204933585","0.021164021164021163","0.014492753623188406","0.015748031496062992","0.013793103448275862","0.0012578616352201257","0.0016120365394948952","0.00936768149882904","0.0022988505747126436","0.007874015748031496","0.0","0.005442176870748299","0.0","0.0017921146953405018","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Mallard","Anas platyrhynchos","Ducks/Geese",1,1,0,0,0,"0.17077798861480076","0.2222222222222222","0.21256038647342995","0.2125984251968504","0.12413793103448276","0.09937106918238994","0.10746910263299302","0.3442622950819672","0.27816091954022987","0.3169291338582677","0.31155778894472363","0.2802721088435374","0.2271062271062271","0.23655913978494625","0.15644171779141106","0.16276346604215455","0.13820224719101123","0.162406015037594","0.16279069767441862","0.17274167987321712","0.12574850299401197","0.08641975308641975","0.09774436090225563","0.13774104683195593","0.11743772241992882","0.12043795620437957","0.1453287197231834","0.11918604651162791",0.125,"0.13839285714285715","0.16055045871559634","0.19122257053291536","0.12322274881516587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Mottled Duck","Anas fulvigula","Ducks/Geese",1,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.001584786053882726","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Blue-winged Teal","Anas discors","Ducks/Geese",1,1,0,0,0,"0.0","0.0","0.0","0.001968503937007874","0.0","0.0","0.0","0.00234192037470726","0.004597701149425287","0.021653543307086614","0.1407035175879397","0.2","0.2326007326007326","0.3010752688172043","0.22392638036809817","0.16978922716627634","0.1797752808988764","0.12481203007518797","0.11129568106312292","0.11410459587955626","0.038922155688622756","0.012345679012345678","0.011278195488721804","0.011019283746556474","0.010676156583629894","0.021897810218978103","0.02768166089965398","0.005813953488372093",0,"0.017857142857142856","0.009174311926605505","0.08463949843260188","0.09004739336492891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Cinnamon Teal","Anas cyanoptera","Ducks/Geese",1,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.014336917562724014","0.003067484662576687","0.00234192037470726","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Northern Shoveler","Anas clypeata","Ducks/Geese",1,1,0,0,0,"0.04174573055028463","0.042328042328042326","0.01932367149758454","0.025590551181102362","0.02413793103448276","0.013836477987421384","0.019881783987103708","0.1288056206088993","0.09885057471264368","0.1279527559055118","0.17336683417085427","0.17959183673469387","0.17765567765567766","0.1989247311827957","0.09969325153374232","0.07494145199063232","0.07977528089887641","0.05413533834586466","0.044850498338870434","0.05388272583201268","0.0","0.0015","0.0","0.0027548209366391185","0.0","0.0","0.0","0.0",0.01,"0.004464285714285714","0.0","0.047021943573667714","0.02843601895734597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Northern Pintail","Anas acuta","Ducks/Geese",1,1,0,0,0,"0.015180265654648957","0.013227513227513227","0.024154589371980676","0.023622047244094488","0.010344827586206896","0.007547169811320755","0.016120365394948953","0.117096018735363","0.09655172413793103","0.08464566929133858","0.0829145728643216","0.05442176870748299","0.02197802197802198","0.016129032258064516","0.015337423312883436","0.00819672131147541","0.006741573033707865","0.016541353383458645","0.013289036544850499","0.00792393026941363","0.0029940119760479044","0.0030864197530864196","0.0","0.0","0.0071174377224199285","0.0","0.0","0.0029069767441860465",0,"0.0","0.0015","0.009404388714733543","0.004739336492890996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Green-winged Teal","Anas crecca","Ducks/Geese",1,1,0,0,0,"0.028462998102466792","0.026455026455026454","0.01932367149758454","0.023622047244094488","0.013793103448275862","0.01761006289308176","0.021493820526598602","0.11475409836065574","0.07586206896551724","0.11811023622047244","0.18592964824120603","0.1346938775510204","0.11172161172161173","0.10931899641577061","0.05061349693251534","0.02459016393442623","0.016853932584269662","0.012030075187969926","0.009966777408637873","0.00792393026941363","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0045871559633027525","0.009404388714733543","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Canvasback","Aythya valisineria","Ducks/Geese",1,1,0,0,0,"0.03225806451612903","0.05026455026455026","0.06038647342995169","0.02952755905511811","0.03103448275862069","0.01761006289308176","0.023643202579258463","0.13114754098360656","0.1103448275862069","0.09645669291338582","0.09045226130653267","0.021768707482993196","0.016483516483516484","0.025089605734767026","0.007668711656441718","0.00234192037470726","0.015730337078651686","0.016541353383458645","0.0016611295681063123","0.012678288431061807","0.005988023952095809","0.0","0.0","0.005509641873278237","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Redhead","Aythya americana","Ducks/Geese",1,1,0,0,0,"0.015180265654648957","0.021164021164021163","0.026570048309178744","0.051181102362204724","0.03793103448275862","0.01509433962264151","0.017732401934443847","0.10304449648711944","0.06666666666666667","0.07677165354330709","0.06532663316582915","0.027210884353741496","0.014652014652014652","0.014336917562724014","0.006134969325153374","0.00702576112412178","0.0022471910112359553","0.0","0.0016611295681063123","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Ring-necked Duck","Aythya collaris","Ducks/Geese",1,1,0,0,0,"0.04364326375711575","0.06349206349206349","0.043478260869565216","0.05905511811023622","0.041379310344827586","0.028930817610062894","0.026867275658248254","0.1451990632318501","0.12873563218390804","0.13188976377952755","0.1658291457286432","0.1306122448979592","0.08608058608058608","0.05913978494623656","0.010736196319018405","0.00702576112412178","0.0022471910112359553","0.0015","0.0033222591362126247","0.001584786053882726","0.0029940119760479044","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Greater Scaup","Aythya marila","Ducks/Geese",1,1,0,0,0,"0.003795066413662239","0.0","0.0","0.021653543307086614","0.013793103448275862","0.013836477987421384","0.006985491671144546","0.02810304449648712","0.016091954022988506","0.015748031496062992","0.035175879396984924","0.013605442176870748","0.01098901098901099","0.007168458781362007","0.003067484662576687","0.00117096018735363","0.0","0.004511278195488722","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Lesser Scaup","Aythya affinis","Ducks/Geese",1,1,0,0,0,"0.030360531309297913","0.0291005291005291","0.036231884057971016","0.04921259842519685","0.02413793103448276","0.01509433962264151","0.022568511552928532","0.14988290398126464","0.1310344827586207","0.14173228346456693","0.1457286432160804","0.15374149659863945","0.15018315018315018","0.12544802867383512","0.03987730061349693","0.01522248243559719","0.010112359550561797","0.006015037593984963","0.008305647840531562","0.001584786053882726","0.0029940119760479044","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.004739336492890996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Surf Scoter","Melanitta perspicillata","Seaduck",2,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.009157509157509158","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"White-winged Scoter","Melanitta fusca","Seaduck",2,1,0,0,0,"0.0","0.0","0.0","0.001968503937007874","0.006896551724137931","0.0012578616352201257","5.373455131649651E-4","0.00468384074941452","0.004597701149425287","0.001968503937007874","0.002512562814070352","0.009523809523809525","0.0018315018315018315","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Long-tailed Duck","Clangula hyemalis","Seaduck",2,1,0,0,0,"0.0","0.0","0.004830917874396135","0.0","0.0","0.0","0.0016120365394948952","0.0","0.009195402298850575","0.031496062992125984","0.005025125628140704","0.0027210884353741495","0.0018315018315018315","0.0035842293906810036","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Bufflehead","Bucephala albeola","Ducks/Geese",1,1,0,0,0,"0.030360531309297913","0.0291005291005291","0.03864734299516908","0.03346456692913386","0.017241379310344827","0.021383647798742137","0.02203116603976357","0.07728337236533958","0.10114942528735632","0.11811023622047244","0.1507537688442211","0.10340136054421768","0.08791208791208792","0.04659498207885305","0.013803680981595092","0.00234192037470726","0.0","0.0","0.0","0.001584786053882726","0.005988023952095809","0.0","0.0","0.0027548209366391185","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Common Goldeneye","Bucephala clangula","Ducks/Geese",1,1,0,0,0,"0.08349146110056926","0.10052910052910052","0.0966183574879227","0.10236220472440945","0.06206896551724138","0.04905660377358491","0.03492745835572273","0.12412177985948478","0.135632183908046","0.10039370078740158","0.06532663316582915","0.01904761904761905","0.003663003663003663","0.005376344086021506","0.0015","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0027548209366391185","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Hooded Merganser","Lophodytes cucullatus","Ducks/Geese",1,1,0,0,0,"0.08538899430740038","0.082010582010582","0.0893719806763285","0.10039370078740158","0.04827586206896552","0.028930817610062894","0.03707684040838259","0.17096018735362997","0.15172413793103448","0.14960629921259844","0.10804020100502512","0.06938775510204082","0.05128205128205128","0.02867383512544803","0.02607361963190184","0.01639344262295082","0.020224719101123594","0.01804511278195489","0.026578073089700997","0.02377179080824089","0.008982035928143712","0.0","0.015037593984962405","0.011019283746556474","0.0035587188612099642","0.0072992700729927005","0.0","0.005813953488372093",0,"0.004464285714285714","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Common Merganser","Mergus merganser","Ducks/Geese",1,1,0,0,0,"0.06072106261859583","0.10846560846560846","0.07971014492753623","0.09055118110236221","0.05172413793103448","0.04654088050314465","0.029016657710908115","0.13114754098360656","0.11264367816091954","0.09055118110236221","0.0678391959798995","0.04081632653061224","0.029304029304029304","0.010752688172043012","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Red-breasted Merganser","Mergus serrator","Ducks/Geese",1,1,0,0,0,"0.007590132827324478","0.005291005291005291","0.004830917874396135","0.013779527559055118","0.006896551724137931","0.0025157232704402514","0.0010746910263299302","0.01639344262295082","0.022988505747126436","0.03740157480314961","0.052763819095477386","0.013605442176870748","0.02564102564102564","0.021505376344086023","0.006134969325153374","0.00234192037470726","0.0011235955056179776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Ruddy Duck","Oxyura jamaicensis","Ducks/Geese",1,1,0,0,0,"0.03225806451612903","0.015873015873015872","0.01932367149758454","0.023622047244094488","0.02413793103448276","0.011320754716981131","0.005910800644814616","0.05152224824355972","0.05747126436781609","0.08267716535433071","0.09547738693467336","0.08707482993197278","0.10622710622710622","0.06451612903225806","0.032208588957055216","0.00819672131147541","0.019101123595505618","0.0015037593984962407","0.0049833887043189366","0.003169572107765452","0.0","0.0030864197530864196","0.0","0.0","0.0","0.0","0.0015","0.0015",0,"0.0","0.0045871559633027525","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Northern Bobwhite","Colinus virginianus","Quail",4,1,0,0,0,"0.0056925996204933585","0.005291005291005291","0.004830917874396135","0.007874015748031496","0.0034482758620689655","0.007547169811320755","0.0032240730789897904","0.0","0.004597701149425287","0.0","0.002512562814070352","0.0027210884353741495","0.009157509157509158","0.01971326164874552","0.02147239263803681","0.0234192037470726","0.0348314606741573","0.05413533834586466","0.06312292358803986","0.11568938193343899","0.1317365269461078","0.08333333333333333","0.13533834586466165","0.18181818181818182","0.15302491103202848","0.11678832116788321","0.14878892733564014","0.10465116279069768",0.11,"0.07589285714285714","0.04128440366972477","0.02821316614420063","0.014218009478672985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Ring-necked Pheasant","Phasianus colchicus","Grouse/Turkey",5,1,0,0,0,"0.0018975332068311196","0.0","0.0","0.0","0.0034482758620689655","0.0","0.0","0.0","0.0022988505747126436","0.0","0.002512562814070352","0.004081632653061225","0.007326007326007326","0.008960573476702509","0.003067484662576687","0.00468384074941452","0.0011235955056179776","0.0015","0.011627906976744186","0.012678288431061807","0.0","0.0030864197530864196","0.0037593984962406013","0.0027548209366391185","0.0035587188612099642","0.0","0.0034602076124567475","0.0",0.005,"0.004464285714285714","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Ruffed Grouse","Bonasa umbellus","Grouse/Turkey",5,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0035587188612099642","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Greater Prairie-Chicken","Tympanuchus cupido","Grouse/Turkey",5,2,0,0,0,"0.0","0.0","0.0","0.001968503937007874","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0035842293906810036","0.003067484662576687","0.0","0.0","0.0","0.0","0.003169572107765452","0.0","0.0","0.0037593984962406013","0.0","0.0","0.0","0.0","0.005813953488372093",0.005,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Wild Turkey","Meleagris gallopavo","Grouse/Turkey",5,1,0,0,0,"0.03225806451612903","0.03968253968253968","0.024154589371980676","0.013779527559055118","0.020689655172413793","0.05157232704402516","0.037614185921547555","0.04449648711943794","0.04827586206896552","0.04330708661417323","0.07537688442211055","0.061224489795918366","0.0641025641025641","0.0985663082437276","0.11196319018404909","0.09953161592505855","0.09438202247191012","0.10676691729323308","0.09800664451827243","0.10142630744849446","0.08383233532934131","0.033950617283950615","0.045112781954887216","0.05785123966942149","0.03914590747330961","0.043795620437956206","0.06228373702422145","0.029069767441860465",0.06,"0.05803571428571429","0.05045871559633028","0.0219435736677116","0.037914691943127965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Pacific Loon","Gavia pacifica","Loons",6,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011278195488721804","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Common Loon","Gavia immer","Loons",6,1,0,0,0,"0.0","0.005291005291005291","0.004830917874396135","0.001968503937007874","0.0","0.0","0.0010746910263299302","0.00234192037470726","0.0","0.005905511811023622","0.01507537688442211","0.01904761904761905","0.029304029304029304","0.016129032258064516","0.007668711656441718","0.00702576112412178","0.0033707865168539327","0.0015037593984962407","0.0","0.0","0.0029940119760479044","0.0015","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.003134796238244514","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Pied-billed Grebe","Podilymbus podiceps","Grebes",7,1,0,0,0,"0.03795066413662239","0.03439153439153439","0.01932367149758454","0.017716535433070866","0.010344827586206896","0.00880503144654088","0.010746910263299301","0.00936768149882904","0.02528735632183908","0.047244094488188976","0.12311557788944724","0.1346938775510204","0.18315018315018314","0.17921146953405018","0.1196319018404908","0.07728337236533958","0.052808988764044947","0.013533834586466165","0.03156146179401993","0.020602218700475437","0.0029940119760479044","0.0030864197530864196","0.007518796992481203","0.005509641873278237","0.017793594306049824","0.0","0.020761245674740483","0.005813953488372093",0.025,"0.008928571428571428","0.027522935779816515","0.018808777429467086","0.052132701421800945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Horned Grebe","Podiceps auritus","Grebes",7,1,0,0,0,"0.0018975332068311196","0.0","0.03140096618357488","0.003937007874015748","0.0","0.0","0.0010746910263299302","0.00468384074941452","0.0","0.023622047244094488","0.06532663316582915","0.050340136054421766","0.05311355311355311","0.03763440860215054","0.029141104294478526","0.00351288056206089","0.0022471910112359553","0.0015037593984962407","0.006644518272425249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Red-necked Grebe","Podiceps grisegena","Grebes",7,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011494252873563218","0.02952755905511811","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"Eared Grebe","Podiceps nigricollis","Grebes",7,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.002512562814070352","0.004081632653061225","0.018315018315018316","0.0035842293906810036","0.0015337423312883436","0.0","0.0033707865168539327","0.0015","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Wood Stork","Mycteria americana","Storks",13,1,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0015","0.0","0.0","0.0","0.0","0.0","0.0029069767441860465",0.005,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Double-crested Cormorant","Phalacrocorax auritus","Cormorants",16,1,0,0,0,"0.003795066413662239","0.018518518518518517","0.00966183574879227","0.005905511811023622","0.0034482758620689655","0.00880503144654088","0.008597528210639442","0.00936768149882904","0.009195402298850575","0.03937007874015748","0.09045226130653267","0.10884353741496598","0.13186813186813187","0.15232974910394265","0.09049079754601227","0.07611241217798595","0.09101123595505618","0.06616541353383458","0.03986710963455149","0.06814580031695722","0.029940119760479042","0.018518518518518517","0.03383458646616541","0.049586776859504134","0.03202846975088968","0.043795620437956206","0.0657439446366782","0.03488372093023256",0.02,"0.06696428571428571","0.0871559633027523","0.13479623824451412","0.15639810426540285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
